id,puzzle,solution,clues,difficulty
366,.3.1.7.......28....9...516..7...2..5.....6291...3..8........9....2......4.79...5.,536197428741628539298435167679812345853746291124359876365271984982564713417983652,24,1.2
367,........74.573.1...2...5..616..........4....5..7.1.2...4..89..........81..3...62.,396241857485736192721895346164952738238467915957318264642189573579623481813574629,24,1.4
368,..26...4...149.8...3..5..7..6.3.2..5.......9......1.8..4..7.6....9......38.......,892617543751493862634258179968342715413785296527961384245879631179536428386124957,23,1.0
369,..4....37.9.5...4...5..3.1......8...32.1..8.....2..7...527.6..4....9...2.7.....5.,614982537293517648785643219569378421327164895841259763152736984436895172978421356,25,1.9
370,9......5.87....2..3...4...621..8.9......6..1..5..3.8......5.1....23....8......542,964728351875613294321945786213487965798562413456139827687254139542391678139876542,25,1.4
371,..4.....1...1784........35..3...9......56..4.1...4.98...57...1.7.2..3........6...,624935871593178426871624359437289165289561743156347982345792618762813594918456237,24,1.7
372,...7..4.68......7.....34185..2..9..7.794........5.......7.51.4..91...83....3.....,913785426845162973726934185452819367679423518138576294387251649591647832264398751,26,1.3
373,5.....31.29.........36..79.3..9...5...9....4.....51..71..7.9..88...6.....47...5..,576298314291473685483615792318947256759326841624851937165739428832564179947182563,26,1.8
374,.7.....6....4..5..2.19....736...5..........1....67..487.3.6.1........8..1...5..24,479518263638427591251936487364185972827349615915672348783264159542791836196853724,25,1.0
375,6..........34...78.7..12.6...48.....9...35...8...6...1.5....9..7........4..1.35..,641789352293456178578312469364871295917235846825964731152647983739528614486193527,24,1.3
376,....34......7...9648..9.......5....7.43...2....7.8.9..5.....3...1.....8.8..947...,769134825321758496485296173298513647143679258657482931574821369912365784836947512,24,2.0
377,.3....5.97...4.2.......58...19.7....3..8.....852..9......7.3..........86.4.....17,234187569785946231961235874419372658376854192852619743198763425527491386643528917,24,1.7
378,..92..7.......8.2..5....6..5...9.1...9..34.57.3.1.....3.69..2.....7..9..........6,869213745741568329253479618574892163192634857638157492316985274485726931927341586,24,2.0
379,2.9........6.8...448..91..5.7....1......537.........98.5.2.8...8.1..5..9........6,239547681516382974487691235675829143198453762342176598954268317861735429723914856,25,1.6
380,.........6.....824.2.8.36...46...1.95...6......2.....57....6..8.3...94....9...75.,981642573653917824427853691346275189598361247172498365714526938235789416869134752,25,1.0
381,61..........3..7.6.42.......9..128....4...6.38.......7..9137....6..4...2....8.1..,613574289985321746742698531396712854274859613851463927529137468168945372437286195,25,1.4
382,.12........423..5.6............9....1.8.5.69....1...75..65..71.8.5..2...7..9.....,512869437974231856683475129357694281128357694469128375296543718845712963731986542,25,1.9
383,.....3..4..216.......5.81...8....97..5..7.32...3.....8....2.497.36......7........,168293754542167839397548162284635971951874326673912548815326497436789215729451683,24,1.0
384,...91..2.8........9..743....8...6.4.31......5....3.6...2......7.......91.976....8,763918524841265739952743816289576143316482975475139682528391467634857291197624358,24,1.0
385,8.....2.3..6.1...44..86..7..43...8..2.......1..1.8.......62..5..7...9....2....7..,817495263356712984492863175743251896285976341961384527139627458578149632624538719,24,1.4
386,.3.....9.5..8....77..16...49.2...7....37...19...31.8.....4....3....2..4...9......,634275198521894367798163254912648735863752419475319826256481973387926541149537682,24,1.4
387,.64.2...........9.78...31...1......694..7...5......8.......7.2..9.1..67.4.1.365..,164829753235761498789543162817352946943678215526914837658497321392185674471236589,26,1.9
388,...5...1.1...4..3..47....567....6..1.8..9....92...378....8..2......5..43.........,638579412195642837247138956754286391381795624926413785513864279862957143479321568,24,1.5
389,.2693..7...718....9.57.........1.7..3..4.8..1...3....4.......2..7.....355.12.....,126935478437186592985724316694512783352478961718369254843657129279841635561293847,26,1.8
390,.....5.3.8.6.41..5..18...9......8..3.7.43.2........4....2..3...61..5.....3....57.,724695831896341725351827694469278153175436289283519467542783916617952348938164572,25,1.9
391,4..5.........71.3.......98.2..4..6...9..6...31.3..58..6.1.........3....5.45....1.,439586127826971534517243986258439671794168253163725849671854392982317465345692718,24,2.0
392,.1...5.9.9..47.1..6..................3...9.....13.74.2.2..6.7..3.......4.5.2....3,412685397983472156675931248547826931236149875891357462124563789369718524758294613,23,1.2
393,.....3..258.........9.8.......1....6.5........68.9.5.7.....6..1475......3.....82.,647513982581269473239784165724158396953647218168392547892436751475821639316975824,22,1.0
394,9.....6..........765...79.1......8.4...3.....4...5..3..4.9......3...2.4..18..579.,974521683821693457653847921365219874197384265482756139546978312739162548218435796,24,1.5
395,.....94....6.5..........6.7.512....9.6....23...9.1.....4.83..6.3......5.....7.1..,173689425426157398985342617751263849864795231239418576547831962318926754692574183,23,1.4
396,4....296.....8.......4..2.8856...........7.9...2.1...4..5....2....6.97..6392..4..,481752963263981547597463218856394172314527896972816354745138629128649735639275481,26,1.0
397,........17.....4..316.48.79.7.8.1..66.....9..92....1.3.4..1......9...3.....2.4...,584972631792136458316548279473891526651423987928657143845319762269785314137264895,26,1.0
398,.1......9.9..3..7.6...9.......4....1..8..3.9775......4.73.2........59...2...1.8..,317248659895136472624795138936472581148563297752981364573824916481659723269317845,24,2.0
399,.29........73.....5....7.3.7....4..6.4.9...5.2...5....6..21...3....8..9..5..3....,329541768487362915561897234795124386846973152213658479678219543132485697954736821,23,1.6
400,..7....498...1...........73.9.15.36...173.....6...9.......6......3.8....91.....52,137625849849317526526894173792158364481736295365249781274561938653982417918473652,24,1.2
401,....9...6..65....7...4..289.1..3..5.....814....794......4..8....75.....2.........,241897536896523147753416289419632758562781493387945621134278965975364812628159374,23,1.2
402,9.....34..8...3.7...4....6.3.5.1.........619..41.......1..9...2.....863..76...9..,967251348182463579534789261395817426728546193641932857413695782259178634876324915,25,1.1
403,......98...5.4....81.65...........9..6...5.....1..43.7....78..462..........29..7.,746321985295847631813659742374182596962735418581964327139578264627413859458296173,23,1.3
404,..8...64.32..5....9..63..8......4521...59......17....4..........873.2....3..7....,578219643326458179914637285793864521842591367651723894469185732187342956235976418,25,1.3
405,..............79....7641......52..6..48............5.4..2..3..7.517......34..21..,483295671165387942927641385319524768548176239276938514692413857851769423734852196,23,1.1
406,...6....7...972....39....8.....5..1..5...14....3...97....83.2..52.........75.....,241683597865972341739415682472359816958761423613248975196837254524196738387524169,23,1.5
407,.......42.....2.....47.8...3.9.....86.83..4......1....8..523........6..574....6..,173695842586142397294738561319264758628357419457819236861523974932476185745981623,23,1.3
408,....4..38.........94...3..6.86...97.1......8.2.4.7...3.6...715....6......59.18...,627941538538762491941583726386124975175396284294875613862437159713659842459218367,26,1.6
409,..1.8.5...7...38...6.2...7.......7..7..4...56.9......3...........98.54....51.43..,941786532572943861368251974154632798723498156896517243417329685239865417685174329,24,1.4
410,...2.9.....3.51.6..1.....9.7.64....82.......7...5.2......917...6.8.......4....9..,564239871973851264812764395756493128239186547481572639325917486698345712147628953,23,1.0
411,..27....1......596.....8....2.........48....96..23.8.7..7.93..5....7..1...16.53..,532769481478321596196548723823957164754816239619234857287193645365472918941685372,26,1.8
412,.3.....6.9........4...1.8.3.8....7.1.2..8....7.5...4.....6..9.7..2.9..1...7..4..5,231879564958463172476215893389546721124387659765921438813652947542798316697134285,24,1.8
413,...2.47..9..........3..9.....8..6..1....9.28..6........2......3...78.4....14..82.,156234798947658132283179564798526341415397286362841957824915673639782415571463829,22,2.0
414,47......5...8..126......4..1..6...7862......4....97....6..5..3.58......1.....9...,476912385935874126218563497193645278627138954854297613762451839589326741341789562,24,1.0
415,26....8.98.9............34.5...8.4.....2...7.6.29.3....2.7.4.5...8.39..7.........,264357819839461725157892346573186492981245673642973581326714958418539267795628134,25,1.0
416,6......75.2.7..3...7.4..6.1....5...7..7..62....1.8...6136........8............85.,614832975925761348873495621362159487587346219491287536136528794258974163749613852,24,1.4
417,9..4.....5...3.2......623.915..2.76....1....2.26...5..371....9.................7.,932475816568931247417862359159328764743156982826749531371284695684597123295613478,24,1.7
418,......1..6...2.....159....7.91.43...2.3..5..987...........325......9..6....6..374,932574186687321945415986237591743628243865719876219453768432591354197862129658374,26,1.2
419,.2...4....3..7....85..9...1......37...2..8......2.1.4.4.....8..9.5...6......4...9,629514783134876295857392461518469372342758916796231548461925837975183624283647159,22,1.6
420,...9...48.9.75......8.2.7...2.3.5.1...1...8........2....9.8..6....5....4..6.9.32.,275913648694758132138624795827365419461279853953841276349182567712536984586497321,25,1.1
421,93.56.....6..1...7..5.7...4.289..7........9...4...7..8..68....9.5......2......63.,937564821462318597185279364328945716571682943649137258216853479753496182894721635,25,1.5
422,...19..84..6.5.........79..91..6......7..3...6.....7...4.5..3.....3.8.57...2..4..,375192684196854273824637915913765842487923561652481739748519326269348157531276498,24,1.8
423,..18..9.294..715...8.........519..6..1.....4....3....9..25.....8.7.3.....5...8...,571864932943271586286953417425197368319682745768345129632519874897436251154728693,25,1.4
424,...348..28.3....6.........7.6........8.471...5.......3.7..6..8.....12.....17..2.4,796348512823157469145629837967235148382471956514896723279564381438912675651783294,24,1.2
425,......8..95.1.....2...3..9...5.2..4....856..93..9...8..64...1....9..1..6.2.5.....,643279815957148263281635497895723641412856379376914582764392158539481726128567934,25,1.7
426,4.3..9.2.....2......1..64....476..5.......8.1..2.48.........9...972........5.726.,463179528879425613521836479984761352736952841152348796245613987697284135318597264,25,1.4
427,5...7...2......4...2..36....719.3...8...1..4...6....37.9..4..1........9..6.58....,543178962618295473729436851471953286832617549956824137395742618284361795167589324,24,1.8
428,1...8......5.7.4..93..2.....5......6......9...795.4.1...4...3....8....65...9.3.8.,147385629285679431936421578853192746412768953679534812524816397398247165761953284,24,1.8
429,.8....5.34.6......37..51...63..4.95....3.97......6..........3.7....92.6...18.....,189726543456938271372451689638147952524389716917265834895614327743592168261873495,25,1.8
430,3...6.2.8.96.8.........4....4....7.6.5...3.4.2............52......9..3..83.1....5,314569278796281534582734961143825796957613842268497153471352689625948317839176425,23,1.5
431,....1..........26.564.92.1..7.4.5....1....6436....1....8..5....3.79..5........3..,792618435138574269564392817273465198815729643649831752481253976327946581956187324,25,1.4
432,.6....2.1.8..3.4....574..6.7..5..8....6.2.5......9.....2...1.....3....9....4..7.2,467859231982136475315742968739514826846327519251698347524971683673285194198463752,24,1.3
433,1...........9.742...8..3.....7.2....9...54.3....6..9....5.3..4...1....65.2...1..9,149265873563987421278143596857329614916754238432618957795836142381492765624571389,24,1.5
434,8....6...17...59....68.9.32.5.2....1....9....6......474.....8....2...7...1....5..,829316475173425986546879132758264391234197658691583247465732819382951764917648523,24,1.4
435,....5...73.2...6.....1.6..........6.19...238.58...312.....74.5.21........7....8..,961258437352497618748136592423819765197562384586743129839674251214385976675921843,25,1.3
436,2....68......8..1.....4..235.....18...27.....34...86....7....51.1..2..9...5.9....,293176845754382916168945723579634182682719534341258679927863451416527398835491267,25,1.5
437,.6.1......9....48.82....7.3.8..4.5..6....5...45...3..9...7............75...2398..,364187952795326481821594763189642537632975148457813629248751396913468275576239814,25,2.0
438,..8.4....7..91...316.5.....5..1.........6..8..3.2.97.66.24..3.5.......7...5....6.,358742619724916853169538427546187932297364581831259746682471395413695278975823164,26,1.4
439,.....1..7.48.....69...5.....5...49....73..5.2..3...4..2.47..........8..3.7..3....,365481297748293156921657384652874931487319562193526478234765819516948723879132645,23,1.5
440,...8..4..3.97.....4......19...5..6.35..37...........28..7...8....8.93...61.......,721869435359714286486235719894521673562378941173946528937152864248693157615487392,23,1.0
441,.....1....2..5..6..1.......45.9.....2...6...8.6...8.17.4..7....5.3...9.........32,634791285927854361815632749458917623271563498369248517142379856583126974796485132,22,1.1
442,...53....2......9..3..6.....25..18.........1.17...9.2.7.4...15.....53.........4.6,419532768268714395537968241925641837843275619176389524794826153681453972352197486,23,1.4
443,5.69.......8...3...3...1.......4.5..4...8....8...17..62...35.18.9..6..7........5.,546973821178624395932851764613249587427586139859317246264735918395168472781492653,24,1.3
444,....2..155..8...9........3...3..6.2.4.....9....6.12...3.9....6..81....5....7..3..,694327815537841692128659734953476128412538976876912543349185267781263459265794381,23,1.9
445,8...3...4.2...4.......713......527..1.78....5.4.....9...........38...26.....684..,876239514321584976954671382683952741197843625245716893569427138438195267712368459,24,1.3
446,.1...49.8..753..6......2.4.....2.73.3.1....9....41....8.5..7....4..5....1.....6..,213674958497538162568192347684925731321786594759413826835267419946851273172349685,25,1.2
447,....3...........5..61....485.81..42...34....9....5..8.6.2.......9...2.6..1.7..8..,259834617784621953361975248578193426123486579946257381632518794897342165415769832,24,1.9
448,3...7...1....2..6...8.5.7..9.48.3....5.....9......4.2..1.......6.2...1..7.......3,369478251571329468248156739924863517856712394137594826413685972682937145795241683,22,1.5
449,38....5...6.74..38....3..1..9...426.........46.7....5..3.5.1.86.2...6............,389162547162745938475938612593874261218659374647213859934521786721386495856497123,25,1.8
450,..4....8.6..98..2...7.35...4...5.762.9...28.5......1...7.2.3.......4...6...6.....,914726583653981427287435691438159762791362845562874139876213954129548376345697218,25,1.4
451,38..2....6...7.....2..6..3.......1...98..2..4.6...1.79.49.....7...5.3.........9.2,387925641651374298924168735475689123198732564263451879849216357712593486536847912,24,1.0
452,....5.26.8..9...........4..3.2871.....74..........3....6.3....77.3.8..46.1...93.5,974158263836942571521637498342871659157496832689523714265314987793285146418769325,26,1.7
453,...95.3.21.4.6...8............8..2....1....9..6513.....3....4.....6.7....86....1.,678951342154263978293784165347896251821475693965132784739518426512647839486329517,23,1.1
454,...5....33...6.14..8...7..5....53....5.6.2.3....1......217...59.6..1.4....74.....,649521783375968142182347695716853924954672831238194567421786359563219478897435216,26,1.4
455,.49....68..3.7.9..72............4..1...7..3...81...2.5.3..9.....54..8.......4.68.,549312768613875924728469513367254891295781346481936275836197452954628137172543689,25,1.7
456,..........8.5.....357..84...6.3.4.979...615.88..........4...3.....4.71.5.9.......,429673851681542973357918426165384297942761538873259614714825369236497185598136742,25,2.0
457,95.2.......36.7.....8......38..5.94..9.4.........267..........14.....87..62...5..,954218367123697458678345129386751942297483615541926783735864291419532876862179534,24,1.5
458,3..8.6..5.4...9..6.....4.8..291.........7.1....5.8...3......3.12.4.9.5.....4.....,397826415842519736561734289729143658638975124415682973976258341284391567153467892,24,1.0
459,8.94........1....5.....97.6..5.....8.62......9.....1436.7...........4..9...518...,859476321736182495214359786145937268362841957978625143687293514521764839493518672,23,1.4
460,..834..2..6.......42....7.....5.........6..9.2.7..1.....5.....897..3.....4....975,758349621361752849429618753196574382584263197237981564615497238972835416843126975,23,1.5
461,9....7.6....83.....749.62....8.5..3....6....2.2917.6......2.....6.3..4...3......7,982547163156832974374916285618254739743689512529173648491728356867395421235461897,26,1.8
462,...6.....581..7.....7...15.6.2.9...........7...5...32.1.4...7.2...2.1...9.63...4.,249615837581437296367829154672593418493182675815764329134956782758241963926378541,25,1.0
463,7..9.........85...8.5.2..3...7.3.2..5....1..86....271.16.5...7..52.....3....6....,736914825241385967895726134417839256529671348683452719168593472952147683374268591,26,1.1
464,.25......4.9..2...6...5...4..6...3...7.....69....8.1...1...724.3...9.8.......5...,725148693439672581681953724146729358872531469593486172918367245357294816264815937,23,1.4
465,..4.85.7.9..34.81.......9..6..........2.51........3.95.36......1.8.29......1..4..,214985376965347812783612954657894231392751648841263795436578129178429563529136487,25,1.3
466,.7...3.4553.9....6..1.2....3......2.4....1.5.....62..7....58.3.98....7......4....,879613245532984176641527389396475821427891653158362497764158932985236714213749568,25,1.4
467,.......7.....215.69.34.....5..7.9..4.9..5.2..48..........6.......1..2...3.....9.2,215968473748321596963475821532719684196854237487236159829643715671592348354187962,23,2.0
468,.85.79..42....315.7.........5.2.....6....5.......8....4....2.9...7.342...6....7..,185679324296843157743521689859217436674395812321486975438762591517934268962158743,24,1.2
469,..732....64.5...23.8.6.45...9..6.4.......37.67.......557.8..6.9.2..9............8,157329864649587123283614597395768412412953786768241935571832649826495371934176258,28,1.7
470,.3..........3.27.6.9..4...1..9..7..2..5...1.....2....5.12.98....5....4.9..35.6...,631789524584312796297645831169857342325964187478231965712498653856123479943576218,25,1.7
471,.....3....7.495..........8.75.1.........24...36..8...213....47..........8..75.1..,529813746678495231413672985752136894981524367364987512135268479297341658846759123,23,1.9
472,....49.3.1...78.4.........5...2...5.........3.86..7....47.5.....9...28.4.3..9....,758649231123578946964123785379264158412985673586317492247851369695732814831496527,23,1.7
473,..1.3........7.9...2....41......2.532....3....9......6...98.1...7.........6..4..2,751439628648271935329568417417692853265843791893715246532987164174326589986154372,21,2.0
474,..2...6..6.4..5.9..5....8.4.714..3......2........79.......3.4......8...7.68..4..9,392847615684215793157693824971468352845321976236579148529736481413982567768154239,24,1.6
475,............2...43.54....17.......5.6..9.1...21...8.3....5.4....2...3..93..81....,832147695167295843954386217479632158683951724215478936798524361521763489346819572,23,1.6
476,1.......65....4....6.7.15.89...78.....1.63....8.4......36.9.712........5..9......,178359426592684137364721598943578261721963854685412379436895712817236945259147683,25,1.6
477,.81....6...9.375..3...6.....4...972......1..6..8.4.3.......6...13.4.......7....1.,781524963269137584354968172543689721972351846618742359895216437136475298427893615,24,1.3
478,..5........61..98....35...7.....849.7...943.2.9.......4.....5.19..71..4..3.......,175869234326147985849352167213578496758694312694231758467983521982715643531426879,25,1.5
479,..1.74..97..6...2..2......6..47...9..6..1....57........134.5..8......26....1.....,631274859745698123928351746184732695362519487579846312213465978457983261896127534,24,1.2
480,..3.....5..9..28.77......2...6.945..9...86....8.2..96...53...........2.4..8..5.9.,823971645519642837764538129136794582952186473487253961645329718391867254278415396,26,1.3
481,.....6....9.7....11..4..9.7........87.31.8......6.2...5.8......41.....3..36..45..,372916485694785321185423967241537698763198254859642173528361749417259836936874512,24,1.0
482,6...8.7.4..1.....84.3.....9....79......51.973.....62..934....878...6.....2.......,692381754751942368483657129345279816268514973179836245934125687817463592526798431,26,1.4
483,..93.2.....318.6...2.9..34..8.4..7.6...........1..34........8726..8..9......5....,169342587743185629528976341985421736436798215271563498354619872612837954897254163,25,1.8
484,2...4..1...5..3.6..3.2.....14......6......941......78.8.31.9......6.2..576.......,279546813485713269631298457148927536327865941596431782853179624914682375762354198,25,1.6
485,..4..65......3...7..7..549......4...9..7...........83......97.5.8..4..262..6.1...,314976582592438167867125493653894271928713654741562839436289715185347926279651348,24,1.4
486,7.84....6..6..9.......2.5...9.5...2..2..86..11.....3.......4...8....2..9.3....1..,758413296246759813319628574693541728527386941184297365971834652865172439432965187,23,1.4
487,.71...2.........7598.....4.89.7.....2.54...81.6.25......6.1...3.....7......5..9..,571346298643892175982175346894731652235469781167258439756914823329687514418523967,25,1.7
488,7.1..9..86.....4...342............8....9.6..5...1.89..32.6.1..7.8.7..6.4.......3.,751439268692815473834267591916354782248976315573128946329641857185793624467582139,26,1.5
489,93.....8.8..45.9......2.........25...4..798....1.................65.1.9.152..6...,935167284827453916614928357768312549543679821291845673379284165486531792152796438,23,1.7
490,....1...5...4.286..8....4..6.3...91...8.....6.19..7.8..7...1...35.6...9...63.....,964813275137452869285796431623548917748139526519267384472981653351624798896375142,26,1.6
491,6....4.13......5..2..3.1....1..8........2..46..2..7....7....6.2.......84..5..3...,657294813341768529289351467714986235938125746562437198473819652196572384825643971,22,1.7
492,........5..4..89....94...7.7.....4......8..92..392....5.1...3..3..25.8...6......4,836791245274568931159432678792615483615384792483927156521849367347256819968173524,24,1.3
493,..4...35.2..6.8......47..92...3..7...9...75.4....1.....4...96.3..3......9.2.8....,874921356259638147136475892485392761391867524627514938748259613513746289962183475,25,1.3
494,..9.7...48...5..7.6..3...5.3.1..9.....47...2....28.4..1.2...6.....6.........9..87,259176834813954276647328951321549768984761523765283419192837645478615392536492187,25,1.9
495,7.9.6..4..3..7..9....3....5....9.15...1...87...3.2.......2.......4.1...75..4..28.,729568341435172698168349725672894153941653872853721964397285416284916537516437289,25,1.5
496,7...9..58....2.7....1..72.9.1.8...4.5.91.............3....68....97.5..3...6....8.,762491358985623714431587269213876945549132876678945123124368597897254631356719482,25,1.6
497,4.......23....28..6...7.5..5....73.6..2....8...659..7....4.9...84.3.......1....3.,478135962315962847629874513584217396792643185136598274263489751847351629951726438,25,1.4
498,..9...3...1....4.93.6.98......2....4..71.62..4.5....7...2..18..7..8....5....3....,249615387518723469376498512861257934937146258425389671652971843793864125184532796,25,1.5
499,..36.27.....78...49........8......951..........7.21.8..6.2.3........9.172.1......,483692751612785934975134826824376195136958472597421683769213548348569217251847369,24,1.6
