,puzzle,solution,clues,difficulty
366,..1.......7....2.6...479......18.67......2.4.5.9..7.8.....6.3..2..8....1.1.......,851236497974518236326479815432185679187692543569347182745961328293854761618723954,23,0.0
367,..82..5......39....3....92..87.....19.4......1...4.7......5..1....6.4.8.4...1...6,798261534542739168631485927287593641964127853153846792876352419319674285425918376,24,0.0
368,9..4..3......9.6.....1.......4..97...6......1732.....9....2....34.....7.5...61..8,986472315415893627273156894154639782869247531732518469698724153341985276527361948,23,1.0
369,3....76..4...3...1.25..9....14.9.8.5.....3....3.8...1......578...........9.48.2..,381547692469238571725619348214796835978153426536824917142365789853972164697481253,25,2.6
370,1..65....52....4.8..3...76..8.....92.5.2...7.2..94.....34.........36.8......1....,178654923526739418943128765481576392359281674267943581634892157712365849895417236,25,2.1
371,....6........4...99.15...63..6...53.7..........37.84.......67.15.7....2.3........,872369145635142879941587263186924537754613982293758416429836751567491328318275694,23,1.0
372,......5..2....817.5.4..9....3..7..2....2..9..8.2.35..43....7....4.1...9...8.46...,183762549296458173574319286439671825657284931812935764361897452745123698928546317,26,3.1
373,........73..28..5..5.7.6.9.68......9......43.2..8..7....8.3.97......5..3.7.6.....,196453827347289156852716394685347219719562438234891765568134972421975683973628541,25,2.7
374,..7..........279........54...921.76....8....9.....3....1.3...8.58......26...4....,937485126465127938128639547859214763341876259276953814714392685583761492692548371,22,2.5
375,.8.4......4......6..16.2..8.......3.3..7..9....7.4.2.1..93.6......281...65......3,986415372243897516571632498465129837312768945897543261129356784734281659658974123,25,2.1
376,1.....2...4..981..5.6..4.....5...379....69....32.....6....7...8......53.3..9....2,189735264243698157576124983865241379714369825932857416421573698697482531358916742,25,1.5
377,4..6..5.......58.2...3...9...2.6....5..4....8..6..8.1.....9.12..85.1..6.3........,427689531963175842158342796812967354539421678746538219674893125285714963391256487,24,2.1
378,..493.....73..5...........8....8.1..3..57.62..6..2..4.54.........2.51.9....3...6.,214938576873465912956712438429683157381574629765129843547296381632851794198347265,25,1.3
379,.8...1..6.6...7..5..1.93.4....7.....8.....9..1..352..4..3...129...2.......7....6.,784521396369847215521693847432789651875164932196352784653478129948216573217935468,25,0.0
380,..6....3..3.5..1...871..4...2......3..3..1..7...9.7.8........4....65.7....2.9.5..,216479835934586172587123496729845613843261957165937284658712349391654728472398561,24,1.0
381,....5.3..2.7......5......9.16...48..7..5.......5..84.1.....7.6..42.8.97...9..3...,498756312217349586536812794163924857784531629925678431351497268642185973879263145,25,1.4
382,..3..5..1...847.9..6..21....8.......9........3.5..6..4.......46..1......72.9....5,873695421152847693469321758286459137947138562315276984598712346631584279724963815,23,0.0
383,.3.8.....5..7..86...1..4...785........4...7...6....98....569..4..2....1....4.....,236851497549723861871694523785936142924185736163247985318569274452378619697412358,23,0.0
384,...4.8.5...3.59.8..7.3..4..1.....8.5.5..9.7.6.....2.3.3.7........6.....14....7...,921478653643259187875361492139746825254893716768512934317685249586924371492137568,25,1.7
385,.6.4....1....68.9...2...4...57..6..3..8....5......4.8....25..38...7.....2.....5.4,369425871745168392812397465957816243438972156126534987694251738581743629273689514,24,0.0
386,..9.17.6....5.....1......2...5.6.4........81......2.7.7.69.5..8.231..7....1......,839217564267549381154638927375861492692754813418392675746925138523186749981473256,24,2.2
387,........6..8.769.54.9..327.....82......69...4.75........42..3....7....6.52......1,751829436238476915469513278946782153312695784875134629684251397197348562523967841,26,1.8
388,.....6...3...5......4.8..1......91.38....7..95.62.1.4........9821.....34.5.......,185396472327154986964782315742869153831547629596231847673415298219678534458923761,24,1.1
389,...8.........16...52.9......1...7.9.2.8....17..5.6..3...7.83.2.....753..6.....4..,769852143384716952521934786416327895238549617975168234147683529892475361653291478,25,1.3
390,.......5..4...5.....71.8..35....6....3..2.8....94...1...49........7....826.3..1..,823697451146235789957148623572816934431529876689473512714982365395761248268354197,23,2.7
391,.6..7...3..9......34...126..2..6...85..3.4.9....19......5....89......6...1.....24,168275943259436871347981265923567418581324796674198532735642189492813657816759324,25,3.2
392,.7...5.2...243....3617..........1..6.......95.1.6......97.....424..7.....562.3...,479165823582439617361782459928351746634827195715694382897516234243978561156243978,26,1.3
393,.8...4.5.24...5..65..3....14......63.96...1.........84..5.7.........8.....9.124..,983164257241785396567329841478251963396847125152936784825473619714698532639512478,25,0.0
394,871...5.6..3...2.1.....9....1..6...8...2..7...5......4.....6..954.13....3....24..,871324596493658271265719843712465938934281765658973124127846359549137682386592417,25,0.0
395,.....7.23.9..5...8...8..6........4..3.2.84....8..6..1...9.4.....74.3..6.5...29...,856417923291356748743892651915273486362184597487965312629741835174538269538629174,25,2.7
396,.5.7......1...47....46.1.....12.7..42........6...........85.1........2.8.3..69.4.,356728419918534726724691385591287634287346951643915872479852163165473298832169547,23,1.5
397,.35.2..6.87........4...59.......6.4.983..1.5...2.....1.....2.....7...3......6.472,135928764879634125246715983751386249983241657462597831314872596627459318598163472,25,3.8
398,7...1..82.....9..768.5..3....8.....4......51.35.7...28..71.8.3....45....51.......,795314682231689457684572391128935764479826513356741928947168235862453179513297846,27,3.0
399,....8.........6..8.4...37...592....672..48.9....6.....48.....3...37...65......2..,971482653235976148648153729359217486726348591814695372482561937193724865567839214,24,0.0
400,.4.57........2.34......1.....98.6..55....28.4..2......217....6...39..5..........3,341579628795628341628431957179846235536792814482153796217385469863914572954267183,24,1.2
401,..47.98...3...2...7......25......2.6.....3..76...8..149...4......6.98....41...3..,254719863138562749769834125897451236415623987623987514982345671376198452541276398,25,1.5
402,.8....2..97......1....31..43..84.7...9.6..1......25.3...5..697..2..5.............,183594267974268351256731894361849725592673148847125639415386972628957413739412586,24,1.9
403,.5...3.7...7..9...4.8.....9..487...2......5.8....2.64...5...3...2..3.....6....78.,952413876617289453438567219594876132276341598183925647745698321821734965369152784,24,0.0
404,97..8.1..8..5.6..2.3......6..7...84...8..4......6......62.3.4.17......6.......9..,976382154814576392235941786627153849158794623349628517562839471793415268481267935,24,0.0
405,17.2.49...2.....3..4.9.....9...37.1..1....4..85..1...2.9.8...5.......62..........,173264985629185734548973261962437518317528496854619372796842153485391627231756849,24,0.0
406,.9..3..2.7.3....9......1.....41.79.3.......1....649..7.27....8......2..56..98....,591438726743265198268791534854127963976853412312649857427516389189372645635984271,25,1.9
407,16.....8....5.3..19........5.4..83..68............7..4...89...57..6...9.3...1....,167249583842573961935186427574928316683451279291367854416892735758634192329715648,23,0.0
408,7..8........3...4..83.2..9.......8.6..9.3.2.7...7.....1......8...2.9...163...79..,751849362926375148483621795374912856569438217218756439197264583842593671635187924,24,0.0
409,5...4..6...3.61...61........2..39.........3.1..57...4.2........84...2.7..3..7..9.,592347168783961425614285937421539786978426351365718249257693814849152673136874592,24,1.4
410,89.......5.....6...41.7.5.....9.4.2.......4..1..2......7..96..1...81..3.....2..8.,896542317527139648341678592785964123239781465164253879478396251652817934913425786,23,2.5
411,...518....2.3.........7..38..7..4..92.......3.53...7.....2.9...4.......613.....5.,349518267728346195561972438617834529284795613953621784875269341492153876136487952,23,0.0
412,...719...9.......5.8..6.2..3.....9626..29..71................394.5.....82...74...,526719384947328615183465297318547962654293871792186543871652439465931728239874156,25,3.8
413,.......131263.7...7...5....9....31.2....4......8.9.43......8..6........15.4....9.,485629713126387954793154268947563182352841679618792435271938546869475321534216897,24,1.6
414,51...89..3.........4...76......4.2......5...3...1...74..8.9...1..35..7.......1.5.,517638942369425187842917635985743216471256893236189574758392461193564728624871359,23,3.6
415,....7.9.8...2..1..74..38...8.4....7.3.6....2.....9.3.59..3......8...2.....79.....,213675948568249137749138256894523671356817429172496385925381764481762593637954812,24,2.5
416,.......9..8.1536....6.....88.......1.4.7..3....9..5...56.8.91..1....2..........54,215486793987153642436927518853264971641798325729315486562849137174532869398671254,24,3.0
417,.29.17..44.5...6.1...3.....863..2...1...783...5.....2..8......57...........2..9..,329617854475829631618354792863942517142578369957136428286793145791465283534281976,25,0.0
418,..5.7.2.........6..7...98..7.15....43.......6.6.19.5.3.3.8.5......4.....1.7...34.,845671239913258467276349851721563984359784126468192573634815792592437618187926345,26,0.0
419,8..6.2.1..45..16....2..93..48..5..2..6...7...9.3.....1.......8....4.82..5........,839642517745381692612579348487156923261937854953824761324765189176498235598213476,25,2.6
420,.97.........5.....4..26..3.85...73........726..4....8..4..8..1.......2..93...4...,597431862623578491481269537856127349319845726274396185745682913168953274932714658,23,2.8
421,..5..4.......5.3.....916...9...4....8.73..5.11.32..8...8.....7...4.9..5.........9,715834962698752314432916785956148237827369541143275896589421673274693158361587429,24,2.5
422,...3...96.92....4.....65.....72..8......8...51.9....2.9.1..6....23....7......1...,758342196692178543314965287547213869236489715189657324971836452823594671465721938,23,1.2
423,....895.6...2..43..8.541...14........397...........9......64..95.4........2....6.,427389516951276438386541792145692873239718645678435921713864259564923187892157364,24,1.3
424,..5...7...7.26...82..8.3..4..34.7......9.......8...43....7.2..9.1.69...58....1...,685149723374265918291873564153427896467938251928516437536782149712694385849351672,26,0.0
425,5..1..2.826......4......1..9.582....64..37.9.....1..4...9.83............82..9.6..,534169278261758934798342156915824763642537891387916542179683425456271389823495617,26,1.2
426,..96..2...4........2...7..8....7581....8..47....1.....9.1.3.5..3..74..6...2...3..,759681234648923751123457698294375816516892473837164925961238547385749162472516389,25,2.1
427,..9......4.5.1...2..28....5.2..6..93...123........4.51.4...7.6.......5...6...14..,389452716475316982612879345124765893958123674736984251543297168291648537867531429,25,1.4
428,6.....2352..7....9..5.8......7..614..31...6.2.....8..........2.....94....563.1...,678149235214753869395682417527936148831475692469218753943867521182594376756321984,25,0.0
429,....5......86.21.5.4..3.7...71..36.9..6....545..9..2.......8.1...3............9.2,762154893398672145145839726271543689986217354534986271659328417423791568817465932,25,0.0
430,5.1.3........6.53.7......9..6...78...4..1...7.....9....1.54...22.4....7.........1,581934726429761538736852194365427819948315267172689345617543982254198673893276451,23,0.0
431,1....46...892..3....7...12.....7..8..3....91.2....1..5.13.25............7......4.,152384679689217354347659128491576283536842917278931465813425796924768531765193842,24,2.4
432,..9....1....837...8...2...52....36....8......75.....4.9....6..8.7....3......1.9..,329564817145837296867129435214753689698241753753698142931476528472985361586312974,22,0.0
433,..5..8......6....56.4..92.1...83.4....9...1...3.....8....4.153.........6..72.....,275148369193627845684359271761835492849762153532914687926471538418593726357286914,23,1.4
434,........2..3.5.18...437.......5.3...9...8...6.5..6.2.861...........18.5........7.,576891342293654187184372965861523794932487516457169238618735429749218653325946871,23,3.1
435,.9.4.2.5.17..5.3..45..8....23..........5...37..7.....6......9..328..6.4......3...,893472651172659384456381729234967518689514237517238496741825963328796145965143872,25,2.4
436,7..2..34...9.7..2..8.6...9.............8.15..54......7..........3..9.....1.5.746.,761259348359478126284613795193765284627841539548932617876324951435196872912587463,23,3.0
437,..1..4.2.7...5.......6..8...4..79..3819...7...2......4.....5...48..9...2.....74..,931784526768952341254631897546179283819423765327568914172845639485396172693217458,24,0.0
438,....3...8....4.6....7..5...4.13......52..6.1.......5..9.4....813...17.......8.9.5,549631278218749653637825194491352867852476319763198542924563781385917426176284935,24,3.7
439,4...9...617...29.....4.1...8.3.......9......2......16...28.6....6.92..87....57...,428593716175682943936471258813269475694715832257348169742836591561924387389157624,25,3.2
440,51.....9...2..83..........838..9...5...2...3...6....1.2.5.4...9...3..7..4.....2..,518473692642958371793162548387691425154287936926534817235746189861329754479815263,23,3.5
441,.91....6...5...38.....95.....7.8.1.......4.5...23..84.....4.7...4...1.3.8.......2,291738564765412389384695271457986123638124957912357846126843795549271638873569412,24,0.0
442,.7.....5....8....4....45138......9...2..59...8.3...51..35..64..2.73.1............,478613259351892764962745138514238976726159843893467512135926487247381695689574321,25,2.0
443,..4..78.3...28..7....3.......2...39.5.....7.......5.243.5...........49..6...195..,124957863953286471786341259412678395569423718837195624395862147271534986648719532,24,1.3
444,.....81..7.....28.....6......632..4.2...1......34..5..1.279.6...7.....253.4......,635278194791543286428169357586327941247915863913486572152794638879631425364852719,25,4.0
445,9.4.7..5..5.8.....7...9.8.....7.4...2.1..639..75.........93...886.........2......,984271653156843729723695841398724516241586397675319284517932468869457132432168975,24,0.0
446,.5.....1.8.3....2....73.8....6..4..1..2...9.3....96.....5.7..4..3..5.......14...7,657829314813465729249731856596384271482517963371296485125973648734658192968142537,24,0.0
447,5...1.8.......8....62...3...47..3.........9....9.571.3.2....74.....3...5...19....,574316829391278456862549317147963582635821974289457163923685741418732695756194238,23,0.0
448,...8.2....4..9........4.2...7.3....5..8...362..45...9...6.....4.251...36.....81..,167832549342795618589641273671329485958417362234586791716953824825174936493268157,25,2.0
449,.1......5...9..3...3...51271537...9.......7...82....5......95.2.7.......9.5.174..,218673945547921368639485127153768294496532781782194653861349572374256819925817436,27,1.5
450,9..35...1...6....775..4.....4...9.........24.5.61.....4...9.3.6...2.....23..8....,962357481384612597751948632843729165197865243526134978478591326619273854235486719,24,0.0
451,.74..82.....7.....2.56...4..49.1.5.86...7.9................3.....1.9....4.3...129,374958261816724395295631847749216538632875914158349672927183456561492783483567129,25,2.3
452,..6....5...19...37.9.5......7.....2..23.78...8.92....5.....93.....4.2.6.....5..1.,486327951251984637397561248174695823523178496869243175645719382718432569932856714,25,2.7
453,.....5...8..1...26...9.2.1.....4...5.6.5..7..3.7.......327....4.....19...7.8...3.,621485379895173426743962518918347265264518793357629841532796184486231957179854632,24,5.0
454,3.6....1..8.7.1......28.3.......4....63......2.83....7..1...4.....9...2....843..5,326495718584731962179286354957124836463578291218369547731652489845917623692843175,24,1.2
455,62......8....9..72.1..3.69..8..672.....8...3..6.5....9..5..3.2............197....,629754318348196572517238694984367251152849736763521849495683127276415983831972465,25,2.7
456,......24.4.7......9...52.......28.5....7...3...6....1.57....98..4.6..5....8.3....,685973241427816395931452768394128657812765439756394812573241986149687523268539174,23,2.0
457,.7..........462.7..1....8.66.8..12.4.9.8...1.......9..1......3.....8......3.9.72.,476318592985462371312759846638971254297845613541236987159627438724583169863194725,24,2.1
458,5...6..7....73.2........6.52.....7.8....794...5......3.26...34...9.1....3....6..2,532864971691735284748921635264153798813279456957648123126587349489312567375496812,25,3.0
459,.6......7...7.1..2....9..5..534....97......4.8..6...7.38.95......926.3.8.........,168542937945731682237896451653478129792315846814629573381957264579264318426183795,25,3.0
460,8....9....2.4...9..3...21..74..3.......6..8.......4.7.........56.18..9.3..21.5...,814769532527413698936582147745938261293671854168254379489326715651847923372195486,24,1.7
461,.......74.7.934..........65.2.679..1.3.8...4.1.64.........2.....5.........9..6.2.,891265374675934182243187965524679831937812546186453297768321459452798613319546728,24,3.2
462,.3......9..19.2.5.6....327..74..........8.5..8.....62.2......9..5.8...6....1.7...,732658149481972356695413278574261983326789514819345627247536891153894762968127435,24,2.5
463,.2...961...87.6.34....4....7....3..8......9.....5....169.3...8........2...21.....,425839617918756234376241859761923548853417962249568371694372185187695423532184796,23,3.1
464,9.2....8..6..14..9.5....27.....26713..8.5.9.......9......13....5...6..2...1...6..,912573486867214359354698271495826713678351942123749865786132594539467128241985637,26,2.4
465,9.6..........3...6.8...4...3...67...52.9........2..317.....64.2...4.8....1.....8.,936782154472531896185694273341867529527913648869245317798156432253478961614329785,23,0.0
466,..........6.17.9.....9...81.29........1.89....7.46...334..9..6.......715.....5...,914258376862173954753946281629317548431589627578462193345791862296834715187625439,24,0.0
467,846.1.....7..6..3......9.....2..8..9..1.....89.8.5.2.6.......7......6..21.479....,846315927579462831213879564452638719761924358938157246695281473387546192124793685,25,2.1
468,...7.83..4.......1..53..46...12...7.932.6.........3....6.5..197.......3.1.....6..,216748359493652781785391462641285973932467518857913246368524197529176834174839625,25,2.6
469,...4...7.6.4.7..9.5..8..62...5.8...7..62..13.....4.28...173.........5....8.......,298456371614372598573819624125683947846297135739541286951738462467925813382164759,25,0.0
470,.7..4.2..8..52..1....1...56....89...1..45.....892...........86534......7.1.......,571946238836527419924138756253789641167453982489261573792314865348695127615872394,25,1.5
471,...2..1....569.8......15....3..469..7...5..2..5.....64.9836.....6......32........,684237195315694872927815436132746958746958321859123764498362517561479283273581649,25,2.7
472,.9.3..21.........55.2.9.836.......97...823.6......6....7.2....9..3.4....4.1.6....,697385214348612975512497836286154397759823461134976528875231649963748152421569783,26,0.0
473,...3....9..9....51.38.9....2648......8..36.........2..3.14....6..25..........7.4.,457312689629748351138695472264871935985236714713954268371489526842563197596127843,24,0.0
474,..9..61.2..39.....7.1.....3...1.4..9....9.56..6..58...1.2.......4.....5...5.12...,459836172623971845781425693538164729214397568967258314172543986346789251895612437,25,1.4
475,.63..1..85........9..3.4.....8...62....98....17...65.........96...7..1.4..6.....5,463271958527698341981354762348517629652983417179426583714835296895762134236149875,24,1.4
476,91........6.8.......85...631..28.....5936..8....4..7..5.2....9.8.............26..,914736852365824917728591463147289536259367184683415729572648391896173245431952678,24,1.1
477,....54.3.2..68....3.8..7.6.5...42..1.....594....7...........7...1....6.5.35...89.,176954238294683157358127469569842371781365942423719586842596713917438625635271894,26,1.1
478,....3...7..3.1..9..9...5.........6..3....95.44.5....8...6.2.....59..8..21..4....5,284936157573812496691745238928354671317689524465271983846523719759168342132497865,24,0.0
479,47.2..3.5......1.8.5.9.8..26.....21.....4.8...9.......7....1.......8..3.2....94.1,478216395329574168156938742647895213512643879893127654784351926961482537235769481,25,1.3
480,.......599....6.384..7........8.16...7.3.4..55.1......34.....2..2....9..8.......6,763218459912546738485793261294851673678324195531967842346189527127635984859472316,24,4.6
481,42..8........4..9......68...1......5.5.6.72.9......36...982...33..1.......7...4.1,426981537578243196931756842613492785854637219792518364149825673365174928287369451,25,0.0
482,....8...339.1..7...5...312....8.....8.9.2..34....6...2........168.75......7.3....,176285493392146785458973126263814957819527634745369812534698271681752349927431568,25,0.0
483,.8.....7.7...9.....2...46.39.5.4.83...7..1.5...4.6.........5.......7...9...81.5..,483126975756398142129754683965247831237981456814563297691435728548672319372819564,24,1.6
484,.618....5.2.3....8....24.9.2.6....7.1...39.....8....2..8......2..9.6.4.....4....7,461897235927356148853124796296548371175239864348671529784913652519762483632485917,25,2.8
485,...........91..7.....46.18.3........4....29.3...9...14.3.5...4..81......2..7....9,158237496649185732723469185392641578415872963876953214937526841581394627264718359,23,1.7
486,...9...859.........1..7.4..6...9......18.6.7....52.3..3....5...5..41......8..96..,723964185964158723815273496657391248231846579489527361372685914596412837148739652,24,0.0
487,.6..78....37.29...........19.5...3..3.....94.2.1........2..16.....3...8.....941..,469178253137529468528643791975486312386217945241935876892751634714362589653894127,24,0.0
488,1...5..37....846........4..9..57.....5...2....3.....1.2.4.19.....574...27.....8..,148256937579384621326197458982571346651432789437968215264819573895743162713625894,25,0.0
489,2...5....8......9.6.48..1..59...74.........69.47.2............6..52.6..7..24..53.,239154678851762394674893125596387412328541769147629853783915246415236987962478531,26,0.0
490,..85...1.4...9.3........4..3..2..9....6....7...714...6..94.....51..7.23.........9,798534612425691387163782495381267954246859173957143826839425761514976238672318549,24,0.0
491,.6...921.....31...2.86.75.9421.5....6.....9.....1...6..7.8.......4...6...9...3..8,763589214549231876218647539421956387685374921937128465376895142854712693192463758,27,1.3
492,.1.3....45...1.....9..4..8.....25..8.6....7.2...96........8...37.....1..13...9...,618397524524816937397542681941725368865134792273968415459681273786253149132479856,23,0.0
493,.2..3...5..3.79...9..1.5.....7...418.3.4.1....8....2...6.....37..4.9.......7...2.,726834195513679842948125376697352418235481769481967253162548937374296581859713624,25,0.0
494,..4......9...32....5.61......6...3...2...47.........5.3.......5.4.8.9....89..7.1.,834795126961432578257618943496571382523984761718263459372146895145829637689357214,22,1.0
495,.....6.4..51..7..8..7....2......1832.9..8.......3.5...6..1.8.......4...6.2....59.,982516743351427968467839125546791832193284657278365419639158274715942386824673591,24,2.2
496,.58.7..3.9..43..7.2..8..5.....9....7.8..1.6...2...6.....42......9..6..4..32.....9,458672931961435278273891564546923817389714625127586493714259386895367142632148759,26,0.0
497,....831...3.1..7....4.........2.....9..34.26...7....1..2.4.5..68.6.9......3....5.,792683145638154729514927683361278594985341267247569318129435876856792431473816952,24,1.4
498,4......1..6....9...1...4......6..78.2..5....1..87......93.6...5..2..3.4....9..3..,427396518365187924819254637541629783276538491938741256193462875652873149784915362,23,2.6
499,....1..3.1..7....8.5....46...54.......93.6.......8....7.3.2.6......4..299....87.4,694815237132764958857293461265471893489356172371982546743129685518647329926538714,25,0.0
500,..1.53...5.91.4.2....6.9..8.......8.47...6......7..653...4.1...327............9..,261853749589174326743629518632915487475386291198742653956431872327598164814267935,25,2.3
501,....97.....2.....16..4...5..3..7..9627..3.185......3....5.......4...2.6.36..8.9..,453197628792568431618423759534871296279634185186259374925346817847912563361785942,26,3.8
502,..9...8...5..4...328.....9......341.....54..7..31....56......2..2..........9.57..,349276851156849273287531694568793412912654387473182965694317528725468139831925746,23,1.5
503,.14.....5...53.2.6..2....8..2.64......5.....9.....9.786...97.............934..5..,314826795879534216562971384927648153485713629136259478651397842248165937793482561,24,0.0
504,.96.7........9.1.75....2.8....53.....8....62..17.8..3.8..1..2..........69......4.,196478352248395167573612984629531478385749621417286539854167293732954816961823745,24,2.2
505,7......1....7..6...3...1.7..53.27..4.4.1.95..8.2.4....9............1...5..486.9..,789456312421738659536291478153627894647189523892543167915374286368912745274865931,26,0.0
506,...3...8..3..1...24....6..5.8..5163.1.4..8...6........2..1....8...2....4....8..9.,517342986836915472429876315982451637174638529653729841245193768398267154761584293,24,0.0
507,5.........7.6.5..1..281.9.....3.9..7..4.6..9.2.....8...27......9.....6..6..4...28,541972386879635241362814975158329467734568192296741853427186539983257614615493728,25,4.6
508,428...6...7..8....6...4......7..68.1.438..9....6.9.2........5.7....5.....8.4...63,428537619179682354635941782957326841243815976816794235394168527761253498582479163,26,1.3
509,.5.8....3.6...1..97.4..2......52..97..........15.4..........7.4..8.1.2...4.6...3.,159876423263451879784392615436528197927163548815749362691235784378914256542687931,24,2.0
510,5...3.......85..2.2....61...62..9..7.18.........7......9..8..7...69...42........3,549231768631857429287496135362149857718365294954728316493582671876913542125674983,23,2.5
511,..3..4........2..7...51...448.9.32.12...8..73.5.......6..3.89...45..16.8.........,813794526564832197729516384487963251296185473351427869672348915945271638138659742,27,3.6
512,..6....53..3.87.6..8.3.......17...26.9.....4...7..6....1.87.........2.31..2.5....,746219853153487269289365714531748926698521347427936185315874692874692531962153478,25,2.9
513,.7.43..96.........43.....5.2.3....1.9.7.8..42....6.9....18..4.95....3........2.3.,172435896659718324438926751243579618967381542815264973321857469596143287784692135,26,3.8
514,........42...31......9..73......93.....7.4.65.8..1..7.7.2.6....1..3.....6.98..5..,963278154275431698814956732527689341391724865486513279742165983158397426639842517,25,2.1
515,..2.76.........2...79..2....37.5.4......4.6.5.........3........5..1.839......9.1.,142376958853914276679582143237651489918247635465893721391725864524168397786439512,22,0.0
516,..3......682...4...59...38....6......71..9.......13.92..6...54......4.375.....6.1,413896275682375419759142386294687153371259864865413792936721548128564937547938621,26,0.0
517,25.....1.....47..8.........1.5.....7.38..2..4..2.9.........1.6...16.9..3...27.84.,257836419316947528984125376195364287738512694642798135873451962421689753569273841,25,3.7
518,..6...7...7.8.3..9....4..5............59..4..432...6.5...5.1........9.761.7.....3,386295714574813269921746358769354821815962437432187695643571982258439176197628543,24,1.0
519,..52...97....34...1..........1..5....3.86....89......63...9.84.4..6...13.....86..,645281397978534261123976485761425938532869174894713526356197842489652713217348659,25,0.0
520,35.1.......8.6.........94....6.3...5..3.8.6...7.4......9.2..1.67...4..9..4.....3.,354127869928364751167859423486732915213985674579416382895273146732641598641598237,24,0.0
521,4......3....9.....8.16..29.286...1.....8....95....7.4..3..82..4...45............6,469215738352978461871634295286549173147823659593167842635782914918456327724391586,24,3.6
522,......2.....1.8.76.....54.....6...32...72..49.9....7..7.14.......3...6..2.6.51...,638947251524138976179265483417689532865723149392514768781496325953872614246351897,25,1.5
523,.5.6.............3....216..1..7.5..89..8..4.2..............9.64.6....27..35.....9,752634891641978523398521647126745938973816452584392716817259364469183275235467189,23,0.0
524,..9..7.4.1.2......6..59...19...6..3....4......7.......4.......8..6..32......2..75,589217643142638957637594821918762534365481792274359186421975368756843219893126475,22,3.1
525,..21.6..7........1..5...49.........364..........589.2.37.8.1......2..7....1..4..5,492136857867495231135728496529647183648312579713589624376851942954263718281974365,24,1.7
526,.84.3....5.9...7....3..7.25............6.1...6...45.3.....7..5......91...9...3...,784532691529164783163987425457398216938621574612745938841276359376859142295413867,22,0.0
527,..2..3.....1....67.4.8..5..1.8..593..9.....1.3...9....48......5....7...1..92..4..,972563148851924367643817529168745932594382716327691854486139275235478691719256483,25,2.0
528,8....7..44...6......2.3..59.6...4..3.8.7.2...5.....9..37..........2.9.7...4......,896527134435961287712438659269854713183792546547316928371685492658249371924173865,23,1.7
529,5..4......8..3.14.9.......5.....5....3.....8...4.6.7...1...9...45.....7.8...42..6,561498237287536149943217865628175394735924681194863752316759428452681973879342516,23,0.0
530,1....6.27..8......2..1.985.......3....4.31..89...4.5....7.....5.926........4.5...,139856427758324619246179853875962341624531798913748562467213985592687134381495276,25,0.0
531,.3..7.5......19..8...8..7...7.....82........129......3..17........69.3...69..4..5,834276519657419238912835764176543982483927651295168473341752896528691347769384125,24,0.0
532,8....67.27...4......6.57.4..4.6...2.5.7..29......3.....3.....9...98....4......8..,814396752725148639396257148143689527567412983982735416638574291259861374471923865,24,3.3
533,...5.8...8...69....793..........65.....8......27.1......8.9.6.7.5.........32.581.,412578936835469721679321485184736592396852174527914368248193657951687243763245819,24,0.0
534,.7...4........1..99..38.1....2....5......7..6.3.5..2..8......3.3....8..254..7.6..,175964823283751469964382175712836954459127386638549217826495731397618542541273698,24,1.4
535,......6......4...7..12....9...89......25...34.4........8..5.9.6...9.638......2.4.,458719623329645817761238459137894265892567134645123798283451976514976382976382541,23,0.0
536,....263..4.....8..3..49.16..1...76.2.4............3.5.6..........951.2.......4..8,571826394496731825328495167815947632943652781267183459684279513739518246152364978,24,0.0
537,.4.....7.7...3.8....2..9..6...2..1....4.8.....9.3.5.8..5..2794...6.....2....5..1.,349816275765432891812579436587294163634781529291365784153627948976148352428953617,25,3.3
538,56.9.8.1......4..8...7...3..73..........6..9...6..7..4.5....3.......9.6.9...2.8..,567938412319254678824716935273495186485162793196387524652871349738549261941623857,23,0.0
539,..6.7......5..2..8.2.1......6..1..3.7..8....124...5.7..3.....1....4.3..5...2....9,186579243375642198924138567568714932793826451241395876832957614619483725457261389,24,1.8
540,7..3.26..4............51..2...9..5.8..68..1..9...7.4....8.9..6....2.4...3.4......,791382645425769813863451972137946528546823197982175436218597364659234781374618259,24,0.0
541,.....5.3..49......16.......5..1.8.9...6.9...5..82............477...2.5.9...63....,872915634349862751165374928537148296216793485498256173621589347783421569954637812,23,1.4
542,.4...18..9.2..5..13.....24..3..26.1..14.9......6..7.....7.........5.8.9..5......3,645271839982345671371689245538426917714893562296157384167932458423518796859764123,25,1.6
543,..2.3....18......7....97...3.....6...5..........1428...7....4.5.36.19.8...1.5...6,792631548183524967645897231318975624254386179967142853879263415536419782421758396,25,0.0
544,..86..7...423...6..3...798..1...............4.9.8.6.....7.3.......1...26......49.,958621743742389561631457982216745839875293614394816275467932158589174326123568497,23,0.0
545,5.7..38....4......81......9...7.9.1..8..1..4....85...3...9.1..5...625....2......7,567193824394287156812564379253749618789316542641852793436971285978625431125438967,25,0.0
546,..79....3.6..5..7..2.68.1......9...7..9...4..14.8....68....46...7.....94....1....,517942863468153279923687145386491527759326481142875936895734612271568394634219758,25,1.4
547,93..5........2.9.4..4.7..5...........26...3...1.....79..7.38..5.....629..5...9..6,931654728765823914284971653379185462526497381418362579697238145843516297152749836,25,0.0
548,...3.5..6.16.97.357.5.6....5..2..8.......17.91.7....4....6.............2.6..43...,489325176216897435735164928543279861628431759197586243971652384354718692862943517,26,1.7
